farm_type,farm_name,season,boundary_descriptor,boundary_age,insect_key_number,new_insect_key_name,sum_of_insects_100_flowers,broad_insect_category,origin,boundary_alt
Dairy,Ashford_1,2022/23,Two year old,NA,33,Drone fly,3.6363636363636362,Non-bees,Exotic,New
Dairy,Ashford_1,2022/23,Two year old,NA,34,NZ black hover fly,0.2597402597402597,Non-bees,Native,New
Dairy,Ashford_1,2022/23,Two year old,NA,35,NZ orange hover fly,1.0389610389610389,Non-bees,Native,New
Dairy,Ashford_1,2022/23,Two year old,NA,36,NZ blue hover fly,0,Non-bees,Native,New
Dairy,Ashford_1,2022/23,Two year old,NA,37,Spotted hover fly,0,Non-bees,Native,New
Dairy,Ashford_1,2022/23,Two year old,NA,39,Streaktail hover fly,0,Non-bees,Native,New
Dairy,Ashford_1,2022/23,Two year old,NA,40,Black bulb hover fly,0,Non-bees,Exotic,New
Dairy,Ashford_1,2022/23,Two year old,NA,41,Other hover flies,0.2597402597402597,Non-bees,Both,New
Dairy,Ashford_1,2022/23,Two year old,NA,42,Globetail hover fly,0.2597402597402597,Non-bees,Exotic,New
Dairy,Ashford_1,2022/23,Two year old,NA,43,Green soldier fly,0,Non-bees,Native,New
Dairy,Ashford_1,2022/23,Two year old,NA,44,Scaptia horse flies,0,Non-bees,Native,New
Dairy,Ashford_1,2022/23,Two year old,NA,47,March fly,0,Non-bees,Native,New
Dairy,Ashford_1,2022/23,Two year old,NA,48,Flower longhorn beetle,0,Non-bees,Native,New
Dairy,Ashford_1,2022/23,Two year old,NA,49,Eleven spotted ladybird,0.2597402597402597,Non-bees,Exotic,New
Dairy,Ashford_1,2022/23,Two year old,NA,52,Other ladybirds,0,Non-bees,Exotic,New
Dairy,Ashford_1,2022/23,Two year old,NA,54,Cabbage white butterfly,0,Non-bees,Exotic,New
Dairy,Ashford_1,2022/23,Two year old,NA,55,Yellow admiral butterfly,0,Non-bees,Native,New
Dairy,Ashford_1,2022/23,Two year old,NA,56,Red admiral butterfly,0,Non-bees,Native,New
Dairy,Ashford_1,2022/23,Two year old,NA,57,Common copper butterfly,0,Non-bees,Native,New
Dairy,Ashford_1,2022/23,Two year old,NA,59,Magpie moth,0,Non-bees,Exotic,New
Dairy,Ashford_1,2022/23,Two year old,NA,59,Other moths,0.2597402597402597,Non-bees,Both,New
Dairy,Ashford_1,2022/23,Two year old,NA,60,Other insects,5.974025974025974,Non-bees,Both,New
Dairy,Ashford_1,2023/24,Control farm,NA,1,Honey bee,0.26455026455026454,Honey bees,Exotic,Control farm
Dairy,Ashford_1,2023/24,Control farm,NA,2,Buff-tailed bumble bee,0,Wild bees,Exotic,Control farm
Dairy,Ashford_1,2023/24,Control farm,NA,3,Other bumblebees,0,Wild bees,Exotic,Control farm
Dairy,Ashford_1,2023/24,Control farm,NA,4,Lasioglossum bee,0,Wild bees,Native,Control farm
Dairy,Ashford_1,2023/24,Control farm,NA,5,Black Leioproctus bees,0,Wild bees,Exotic,Control farm
Dairy,Ashford_1,2023/24,Control farm,NA,6,Orange Leioproctus bee,0,Wild bees,Native,Control farm
Dairy,Ashford_1,2023/24,Control farm,NA,7,Hylaeus bees,0,Wild bees,Native,Control farm
Dairy,Ashford_1,2023/24,Control farm,NA,8,Ichneumonid wasps,0,Non-bees,Exotic,Control farm
Dairy,Ashford_1,2023/24,Control farm,NA,9,Other parasitoid wasps,0,Non-bees,Both,Control farm
Dairy,Ashford_1,2023/24,Control farm,NA,10,Vespula wasps,0,Non-bees,Exotic,Control farm
Dairy,Ashford_1,2023/24,Control farm,NA,11,European tube wasp,0,Non-bees,Exotic,Control farm
Dairy,Ashford_1,2023/24,Control farm,NA,12,Other wasps,0,Non-bees,Both,Control farm
Dairy,Ashford_1,2023/24,Control farm,NA,13,Brown blow fly,0,Non-bees,Exotic,Control farm
Dairy,Ashford_1,2023/24,Control farm,NA,14,European blue blow fly,0,Non-bees,Exotic,Control farm
Dairy,Ashford_1,2023/24,Control farm,NA,15,European green blow fly,0,Non-bees,Exotic,Control farm
Dairy,Ashford_1,2023/24,Control farm,NA,16,NZ blue blow fly,0,Non-bees,Native,Control farm
Dairy,Ashford_1,2023/24,Control farm,NA,17,Pollenia flies,4.761904761904762,Non-bees,Native,Control farm
Dairy,Ashford_1,2023/24,Control farm,NA,18,Bronze cluster flies,0,Non-bees,Exotic,Control farm
Dairy,Ashford_1,2023/24,Control farm,NA,19,Other blow flies,0,Non-bees,Exotic,Control farm
Dairy,Ashford_1,2023/24,Control farm,NA,20,Grey triangle muscid fly,0,Non-bees,Native,Control farm
Dairy,Ashford_1,2023/24,Control farm,NA,21,Blue muscid fly,0,Non-bees,Exotic,Control farm
Dairy,Ashford_1,2023/24,Control farm,NA,22,Other muscid flies,0.7936507936507936,Non-bees,Both,Control farm
Dairy,Ashford_1,2023/24,Control farm,NA,23,Seedcorn maggot fly,0.7936507936507936,Non-bees,Exotic,Control farm
Dairy,Ashford_1,2023/24,Control farm,NA,24,Three spotted fly,0,Non-bees,Exotic,Control farm
Dairy,Ashford_1,2023/24,Control farm,NA,25,Striped flesh fly,3.1746031746031744,Non-bees,Exotic,Control farm
Dairy,Ashford_1,2023/24,Control farm,NA,26,Ginger blister fly,0,Non-bees,Native,Control farm
Dairy,Ashford_1,2023/24,Control farm,NA,27,Small ginger blister fly,0,Non-bees,Exotic,Control farm
Dairy,Ashford_1,2023/24,Control farm,NA,28,Grey-black bristle flies,0,Non-bees,Native,Control farm
Dairy,Ashford_1,2023/24,Control farm,NA,32,Other bristle flies,0,Non-bees,Both,Control farm
Dairy,Ashford_1,2023/24,Control farm,NA,33,Drone fly,0.7936507936507936,Non-bees,Exotic,Control farm
Dairy,Ashford_1,2023/24,Control farm,NA,34,NZ black hover fly,3.7037037037037037,Non-bees,Native,Control farm
Dairy,Ashford_1,2023/24,Control farm,NA,35,NZ orange hover fly,1.8518518518518519,Non-bees,Native,Control farm
Dairy,Ashford_1,2023/24,Control farm,NA,36,NZ blue hover fly,0,Non-bees,Native,Control farm
Dairy,Ashford_1,2023/24,Control farm,NA,37,Spotted hover fly,0,Non-bees,Native,Control farm
Dairy,Ashford_1,2023/24,Control farm,NA,39,Streaktail hover fly,0,Non-bees,Native,Control farm
Dairy,Ashford_1,2023/24,Control farm,NA,40,Black bulb hover fly,0,Non-bees,Exotic,Control farm
Dairy,Ashford_1,2023/24,Control farm,NA,41,Other hover flies,0,Non-bees,Both,Control farm
Dairy,Ashford_1,2023/24,Control farm,NA,42,Globetail hover fly,0,Non-bees,Exotic,Control farm
Dairy,Ashford_1,2023/24,Control farm,NA,43,Green soldier fly,0,Non-bees,Native,Control farm
Dairy,Ashford_1,2023/24,Control farm,NA,44,Scaptia horse flies,0,Non-bees,Native,Control farm
Dairy,Ashford_1,2023/24,Control farm,NA,47,March fly,0,Non-bees,Native,Control farm
Dairy,Ashford_1,2023/24,Control farm,NA,48,Flower longhorn beetle,0,Non-bees,Native,Control farm
Dairy,Ashford_1,2023/24,Control farm,NA,49,Eleven spotted ladybird,0,Non-bees,Exotic,Control farm
Dairy,Ashford_1,2023/24,Control farm,NA,52,Other ladybirds,0,Non-bees,Exotic,Control farm
Dairy,Ashford_1,2023/24,Control farm,NA,54,Cabbage white butterfly,0,Non-bees,Exotic,Control farm
Dairy,Ashford_1,2023/24,Control farm,NA,55,Yellow admiral butterfly,0,Non-bees,Native,Control farm
Dairy,Ashford_1,2023/24,Control farm,NA,56,Red admiral butterfly,0,Non-bees,Native,Control farm
Dairy,Ashford_1,2023/24,Control farm,NA,57,Common copper butterfly,0,Non-bees,Native,Control farm
Dairy,Ashford_1,2023/24,Control farm,NA,58,Magpie moth,0,Non-bees,Exotic,Control farm
Dairy,Ashford_1,2023/24,Control farm,NA,59,Other moths,0,Non-bees,Both,Control farm
Dairy,Ashford_1,2023/24,Control farm,NA,60,Other insects,0,Non-bees,Both,Control farm
Dairy,Ashford_1,2023/24,Three year old,NA,1,Honey bee,1.837270341207349,Honey bees,Exotic,New
Dairy,Ashford_1,2023/24,Three year old,NA,2,Buff-tailed bumble bee,0.5249343832020997,Wild bees,Exotic,New
Dairy,Ashford_1,2023/24,Three year old,NA,3,Other bumblebees,0,Wild bees,Exotic,New
Dairy,Ashford_1,2023/24,Three year old,NA,4,Lasioglossum bee,0,Wild bees,Native,New
Dairy,Ashford_1,2023/24,Three year old,NA,5,Black Leioproctus bees,0,Wild bees,Exotic,New
Dairy,Ashford_1,2023/24,Three year old,NA,6,Orange Leioproctus bee,0,Wild bees,Native,New
Dairy,Ashford_1,2023/24,Three year old,NA,7,Hylaeus bees,0,Wild bees,Native,New
Dairy,Ashford_1,2023/24,Three year old,NA,8,Ichneumonid wasps,0.7874015748031497,Non-bees,Exotic,New
Dairy,Ashford_1,2023/24,Three year old,NA,9,Other parasitoid wasps,0,Non-bees,Both,New
Dairy,Ashford_1,2023/24,Three year old,NA,10,Vespula wasps,0,Non-bees,Exotic,New
Dairy,Ashford_1,2023/24,Three year old,NA,11,European tube wasp,0,Non-bees,Exotic,New
Dairy,Ashford_1,2023/24,Three year old,NA,12,Other wasps,0,Non-bees,Both,New
Dairy,Ashford_1,2023/24,Three year old,NA,13,Brown blow fly,0,Non-bees,Exotic,New
Dairy,Ashford_1,2023/24,Three year old,NA,14,European blue blow fly,0,Non-bees,Exotic,New
Dairy,Ashford_1,2023/24,Three year old,NA,15,European green blow fly,0,Non-bees,Exotic,New
Dairy,Ashford_1,2023/24,Three year old,NA,16,NZ blue blow fly,0,Non-bees,Native,New
Dairy,Ashford_1,2023/24,Three year old,NA,17,Pollenia flies,1.837270341207349,Non-bees,Native,New
Dairy,Ashford_1,2023/24,Three year old,NA,18,Bronze cluster flies,0.5249343832020997,Non-bees,Exotic,New
Dairy,Ashford_1,2023/24,Three year old,NA,19,Other blow flies,0,Non-bees,Exotic,New
Dairy,Ashford_1,2023/24,Three year old,NA,20,Grey triangle muscid fly,0,Non-bees,Native,New
Dairy,Ashford_1,2023/24,Three year old,NA,21,Blue muscid fly,0,Non-bees,Exotic,New
Dairy,Ashford_1,2023/24,Three year old,NA,22,Other muscid flies,0,Non-bees,Both,New
Dairy,Ashford_1,2023/24,Three year old,NA,23,Seedcorn maggot fly,2.099737532808399,Non-bees,Exotic,New
Dairy,Ashford_1,2023/24,Three year old,NA,24,Three spotted fly,0,Non-bees,Exotic,New
Dairy,Ashford_1,2023/24,Three year old,NA,25,Striped flesh fly,0,Non-bees,Exotic,New
Dairy,Ashford_1,2023/24,Three year old,NA,26,Ginger blister fly,0,Non-bees,Native,New
Dairy,Ashford_1,2023/24,Three year old,NA,27,Small ginger blister fly,0,Non-bees,Exotic,New
Dairy,Ashford_1,2023/24,Three year old,NA,28,Grey-black bristle flies,0,Non-bees,Native,New
Dairy,Ashford_1,2023/24,Three year old,NA,32,Other bristle flies,0,Non-bees,Both,New
Dairy,Ashford_1,2023/24,Three year old,NA,33,Drone fly,0.26246719160104987,Non-bees,Exotic,New
Dairy,Ashford_1,2023/24,Three year old,NA,34,NZ black hover fly,4.986876640419948,Non-bees,Native,New
Dairy,Ashford_1,2023/24,Three year old,NA,35,NZ orange hover fly,3.937007874015748,Non-bees,Native,New
Dairy,Ashford_1,2023/24,Three year old,NA,36,NZ blue hover fly,0,Non-bees,Native,New
Dairy,Ashford_1,2023/24,Three year old,NA,37,Spotted hover fly,0,Non-bees,Native,New
Dairy,Ashford_1,2023/24,Three year old,NA,39,Streaktail hover fly,0,Non-bees,Native,New
Dairy,Ashford_1,2023/24,Three year old,NA,40,Black bulb hover fly,0,Non-bees,Exotic,New
Dairy,Ashford_1,2023/24,Three year old,NA,41,Other hover flies,0,Non-bees,Both,New
Dairy,Ashford_1,2023/24,Three year old,NA,42,Globetail hover fly,0,Non-bees,Exotic,New
Dairy,Ashford_1,2023/24,Three year old,NA,43,Green soldier fly,0,Non-bees,Native,New
Dairy,Ashford_1,2023/24,Three year old,NA,44,Scaptia horse flies,0,Non-bees,Native,New
Dairy,Ashford_1,2023/24,Three year old,NA,47,March fly,0,Non-bees,Native,New
Dairy,Ashford_1,2023/24,Three year old,NA,48,Flower longhorn beetle,0,Non-bees,Native,New
Dairy,Ashford_1,2023/24,Three year old,NA,49,Eleven spotted ladybird,0.26246719160104987,Non-bees,Exotic,New
Dairy,Ashford_1,2023/24,Three year old,NA,52,Other ladybirds,0,Non-bees,Exotic,New
Dairy,Ashford_1,2023/24,Three year old,NA,54,Cabbage white butterfly,1.3123359580052494,Non-bees,Exotic,New
Dairy,Ashford_1,2023/24,Three year old,NA,55,Yellow admiral butterfly,0,Non-bees,Native,New
Dairy,Ashford_1,2023/24,Three year old,NA,56,Red admiral butterfly,0,Non-bees,Native,New
Dairy,Ashford_1,2023/24,Three year old,NA,57,Common copper butterfly,0,Non-bees,Native,New
Dairy,Ashford_1,2023/24,Three year old,NA,58,Magpie moth,0,Non-bees,Exotic,New
Dairy,Ashford_1,2023/24,Three year old,NA,59,Other moths,0,Non-bees,Both,New
Dairy,Ashford_1,2023/24,Three year old,NA,60,Other insects,0,Non-bees,Both,New
Dairy,Dorie,2021/22,Old,NA,1,Honey bee,1.680672268907563,Honey bees,Exotic,Old
Dairy,Dorie,2021/22,Old,NA,2,Buff-tailed bumble bee,0,Wild bees,Exotic,Old
Dairy,Dorie,2021/22,Old,NA,3,Other bumblebees,0,Wild bees,Exotic,Old
Dairy,Dorie,2021/22,Old,NA,4,Lasioglossum bee,2.5210084033613445,Wild bees,Native,Old
Dairy,Dorie,2021/22,Old,NA,5,Black Leioproctus bees,0,Wild bees,Exotic,Old
Dairy,Dorie,2021/22,Old,NA,6,Orange Leioproctus bee,0,Wild bees,Native,Old
Dairy,Dorie,2021/22,Old,NA,7,Hylaeus bees,0,Wild bees,Native,Old
Dairy,Dorie,2021/22,Old,NA,8,Ichneumonid wasps,0,Non-bees,Exotic,Old
Dairy,Dorie,2021/22,Old,NA,9,Other parasitoid wasps,0,Non-bees,Both,Old
Dairy,Dorie,2021/22,Old,NA,10,Vespula wasps,0,Non-bees,Exotic,Old
Dairy,Dorie,2021/22,Old,NA,11,European tube wasp,0,Non-bees,Exotic,Old
Dairy,Dorie,2021/22,Old,NA,12,Other wasps,0,Non-bees,Both,Old
Dairy,Dorie,2021/22,Old,NA,13,Brown blow fly,0,Non-bees,Exotic,Old
Dairy,Dorie,2021/22,Old,NA,14,European blue blow fly,0,Non-bees,Exotic,Old
Dairy,Dorie,2021/22,Old,NA,15,European green blow fly,0,Non-bees,Exotic,Old
Dairy,Dorie,2021/22,Old,NA,16,NZ blue blow fly,0,Non-bees,Native,Old
Dairy,Dorie,2021/22,Old,NA,17,Pollenia flies,0,Non-bees,Native,Old
Dairy,Dorie,2021/22,Old,NA,18,Bronze cluster flies,0.8403361344537815,Non-bees,Exotic,Old
Dairy,Dorie,2021/22,Old,NA,19,Other blow flies,0,Non-bees,Exotic,Old
Dairy,Dorie,2021/22,Old,NA,20,Grey triangle muscid fly,0,Non-bees,Native,Old
Dairy,Dorie,2021/22,Old,NA,21,Blue muscid fly,0,Non-bees,Exotic,Old
Dairy,Dorie,2021/22,Old,NA,22,Other muscid flies,0,Non-bees,Both,Old
Dairy,Dorie,2021/22,Old,NA,23,Seedcorn maggot fly,0.8403361344537815,Non-bees,Exotic,Old
Dairy,Dorie,2021/22,Old,NA,24,Three spotted fly,0,Non-bees,Exotic,Old
Dairy,Dorie,2021/22,Old,NA,25,Striped flesh fly,2.5210084033613445,Non-bees,Exotic,Old
Dairy,Dorie,2021/22,Old,NA,26,Ginger blister fly,0,Non-bees,Native,Old
Dairy,Dorie,2021/22,Old,NA,27,Small ginger blister fly,0,Non-bees,Exotic,Old
Dairy,Dorie,2021/22,Old,NA,28,Grey-black bristle flies,0,Non-bees,Native,Old
Dairy,Dorie,2021/22,Old,NA,32,Other bristle flies,0,Non-bees,Both,Old
Dairy,Dorie,2021/22,Old,NA,33,Drone fly,1.680672268907563,Non-bees,Exotic,Old
Dairy,Dorie,2021/22,Old,NA,34,NZ black hover fly,0,Non-bees,Native,Old
Dairy,Dorie,2021/22,Old,NA,35,NZ orange hover fly,1.680672268907563,Non-bees,Native,Old
Dairy,Dorie,2021/22,Old,NA,36,NZ blue hover fly,0,Non-bees,Native,Old
Dairy,Dorie,2021/22,Old,NA,37,Spotted hover fly,0,Non-bees,Native,Old
Dairy,Dorie,2021/22,Old,NA,39,Streaktail hover fly,0,Non-bees,Native,Old
Dairy,Dorie,2021/22,Old,NA,40,Black bulb hover fly,0,Non-bees,Exotic,Old
Dairy,Dorie,2021/22,Old,NA,41,Other hover flies,0,Non-bees,Both,Old
Dairy,Dorie,2021/22,Old,NA,42,Globetail hover fly,0,Non-bees,Exotic,Old
Dairy,Dorie,2021/22,Old,NA,43,Green soldier fly,0,Non-bees,Native,Old
Dairy,Dorie,2021/22,Old,NA,44,Scaptia horse flies,0,Non-bees,Native,Old
Dairy,Dorie,2021/22,Old,NA,47,March fly,0,Non-bees,Native,Old
Dairy,Dorie,2021/22,Old,NA,48,Flower longhorn beetle,0,Non-bees,Native,Old
Dairy,Dorie,2021/22,Old,NA,49,Eleven spotted ladybird,0,Non-bees,Exotic,Old
Dairy,Dorie,2021/22,Old,NA,52,Other ladybirds,0,Non-bees,Exotic,Old
Dairy,Dorie,2021/22,Old,NA,54,Cabbage white butterfly,0,Non-bees,Exotic,Old
Dairy,Dorie,2021/22,Old,NA,55,Yellow admiral butterfly,0,Non-bees,Native,Old
Dairy,Dorie,2021/22,Old,NA,56,Red admiral butterfly,0,Non-bees,Native,Old
Dairy,Dorie,2021/22,Old,NA,57,Common copper butterfly,0,Non-bees,Native,Old
Dairy,Dorie,2021/22,Old,NA,59,Magpie moth,0,Non-bees,Exotic,Old
Dairy,Dorie,2021/22,Old,NA,59,Other moths,0,Non-bees,Both,Old
Dairy,Dorie,2021/22,Old,NA,60,Other insects,0,Non-bees,Both,Old
Dairy,Dorie,2022/23,Old,NA,1,Honey bee,0,Honey bees,Exotic,Old
Dairy,Dorie,2022/23,Old,NA,2,Buff-tailed bumble bee,0,Wild bees,Exotic,Old
Dairy,Dorie,2022/23,Old,NA,3,Other bumblebees,0,Wild bees,Exotic,Old
Dairy,Dorie,2022/23,Old,NA,4,Lasioglossum bee,17.231638418079097,Wild bees,Native,Old
Dairy,Dorie,2022/23,Old,NA,5,Black Leioproctus bees,0,Wild bees,Exotic,Old
Dairy,Dorie,2022/23,Old,NA,6,Orange Leioproctus bee,0,Wild bees,Native,Old
Dairy,Dorie,2022/23,Old,NA,7,Hylaeus bees,0.847457627118644,Wild bees,Native,Old
Dairy,Dorie,2022/23,Old,NA,8,Ichneumonid wasps,0,Non-bees,Exotic,Old
Dairy,Dorie,2022/23,Old,NA,9,Other parasitoid wasps,0,Non-bees,Both,Old
Dairy,Dorie,2022/23,Old,NA,10,Vespula wasps,0,Non-bees,Exotic,Old
Dairy,Dorie,2022/23,Old,NA,11,European tube wasp,0,Non-bees,Exotic,Old
Dairy,Dorie,2022/23,Old,NA,12,Other wasps,0,Non-bees,Both,Old
Dairy,Dorie,2022/23,Old,NA,13,Brown blow fly,0,Non-bees,Exotic,Old
Dairy,Dorie,2022/23,Old,NA,14,European blue blow fly,0,Non-bees,Exotic,Old
Dairy,Dorie,2022/23,Old,NA,15,European green blow fly,0,Non-bees,Exotic,Old
Dairy,Dorie,2022/23,Old,NA,16,NZ blue blow fly,0,Non-bees,Native,Old
Dairy,Dorie,2022/23,Old,NA,17,Pollenia flies,1.694915254237288,Non-bees,Native,Old
Dairy,Dorie,2022/23,Old,NA,18,Bronze cluster flies,0,Non-bees,Exotic,Old
Dairy,Dorie,2022/23,Old,NA,19,Other blow flies,0,Non-bees,Exotic,Old
Dairy,Dorie,2022/23,Old,NA,20,Grey triangle muscid fly,0,Non-bees,Native,Old
Dairy,Dorie,2022/23,Old,NA,21,Blue muscid fly,0,Non-bees,Exotic,Old
Dairy,Dorie,2022/23,Old,NA,22,Other muscid flies,0.2824858757062147,Non-bees,Both,Old
Dairy,Dorie,2022/23,Old,NA,23,Seedcorn maggot fly,1.9774011299435028,Non-bees,Exotic,Old
Dairy,Dorie,2022/23,Old,NA,24,Three spotted fly,0.2824858757062147,Non-bees,Exotic,Old
Dairy,Dorie,2022/23,Old,NA,25,Striped flesh fly,3.672316384180791,Non-bees,Exotic,Old
Dairy,Dorie,2022/23,Old,NA,26,Ginger blister fly,0,Non-bees,Native,Old
Dairy,Dorie,2022/23,Old,NA,27,Small ginger blister fly,0.2824858757062147,Non-bees,Exotic,Old
Dairy,Dorie,2022/23,Old,NA,28,Grey-black bristle flies,0,Non-bees,Native,Old
Dairy,Dorie,2022/23,Old,NA,32,Other bristle flies,0,Non-bees,Both,Old
Dairy,Dorie,2022/23,Old,NA,33,Drone fly,2.824858757062147,Non-bees,Exotic,Old
Dairy,Dorie,2022/23,Old,NA,34,NZ black hover fly,0.5649717514124294,Non-bees,Native,Old
Dairy,Dorie,2022/23,Old,NA,35,NZ orange hover fly,0.5649717514124294,Non-bees,Native,Old
Dairy,Dorie,2022/23,Old,NA,36,NZ blue hover fly,0.2824858757062147,Non-bees,Native,Old
Dairy,Dorie,2022/23,Old,NA,37,Spotted hover fly,0,Non-bees,Native,Old
Dairy,Dorie,2022/23,Old,NA,39,Streaktail hover fly,0,Non-bees,Native,Old
Dairy,Dorie,2022/23,Old,NA,40,Black bulb hover fly,0.2824858757062147,Non-bees,Exotic,Old
Dairy,Dorie,2022/23,Old,NA,41,Other hover flies,0,Non-bees,Both,Old
Dairy,Dorie,2022/23,Old,NA,42,Globetail hover fly,0,Non-bees,Exotic,Old
Dairy,Dorie,2022/23,Old,NA,43,Green soldier fly,0,Non-bees,Native,Old
Dairy,Dorie,2022/23,Old,NA,44,Scaptia horse flies,0,Non-bees,Native,Old
Dairy,Dorie,2022/23,Old,NA,47,March fly,0,Non-bees,Native,Old
Dairy,Dorie,2022/23,Old,NA,48,Flower longhorn beetle,0,Non-bees,Native,Old
Dairy,Dorie,2022/23,Old,NA,49,Eleven spotted ladybird,0,Non-bees,Exotic,Old
Dairy,Dorie,2022/23,Old,NA,52,Other ladybirds,0,Non-bees,Exotic,Old
Dairy,Dorie,2022/23,Old,NA,54,Cabbage white butterfly,0,Non-bees,Exotic,Old
Dairy,Dorie,2022/23,Old,NA,55,Yellow admiral butterfly,0.5649717514124294,Non-bees,Native,Old
Dairy,Dorie,2022/23,Old,NA,56,Red admiral butterfly,0,Non-bees,Native,Old
Dairy,Dorie,2022/23,Old,NA,57,Common copper butterfly,0,Non-bees,Native,Old
Dairy,Dorie,2022/23,Old,NA,59,Magpie moth,0,Non-bees,Exotic,Old
Dairy,Dorie,2022/23,Old,NA,59,Other moths,0,Non-bees,Both,Old
Dairy,Dorie,2022/23,Old,NA,60,Other insects,0,Non-bees,Both,Old
Dairy,Dorie,2023/24,Old,NA,1,Honey bee,0.6493506493506493,Honey bees,Exotic,Old
Dairy,Dorie,2023/24,Old,NA,2,Buff-tailed bumble bee,0.6493506493506493,Wild bees,Exotic,Old
Dairy,Dorie,2023/24,Old,NA,3,Other bumblebees,0,Wild bees,Exotic,Old
Dairy,Dorie,2023/24,Old,NA,4,Lasioglossum bee,2.5974025974025974,Wild bees,Native,Old
Dairy,Dorie,2023/24,Old,NA,5,Black Leioproctus bees,0,Wild bees,Exotic,Old
Dairy,Dorie,2023/24,Old,NA,6,Orange Leioproctus bee,0,Wild bees,Native,Old
Dairy,Dorie,2023/24,Old,NA,7,Hylaeus bees,0.6493506493506493,Wild bees,Native,Old
Dairy,Dorie,2023/24,Old,NA,8,Ichneumonid wasps,0.974025974025974,Non-bees,Exotic,Old
Dairy,Dorie,2023/24,Old,NA,9,Other parasitoid wasps,0,Non-bees,Both,Old
Dairy,Dorie,2023/24,Old,NA,10,Vespula wasps,0,Non-bees,Exotic,Old
Dairy,Dorie,2023/24,Old,NA,11,European tube wasp,0.3246753246753247,Non-bees,Exotic,Old
Dairy,Dorie,2023/24,Old,NA,12,Other wasps,0,Non-bees,Both,Old
Dairy,Dorie,2023/24,Old,NA,13,Brown blow fly,0.3246753246753247,Non-bees,Exotic,Old
Dairy,Dorie,2023/24,Old,NA,14,European blue blow fly,0.6493506493506493,Non-bees,Exotic,Old
Dairy,Dorie,2023/24,Old,NA,15,European green blow fly,0.6493506493506493,Non-bees,Exotic,Old
Dairy,Dorie,2023/24,Old,NA,16,NZ blue blow fly,0,Non-bees,Native,Old
Dairy,Dorie,2023/24,Old,NA,17,Pollenia flies,1.6233766233766234,Non-bees,Native,Old
Dairy,Dorie,2023/24,Old,NA,18,Bronze cluster flies,1.948051948051948,Non-bees,Exotic,Old
Dairy,Dorie,2023/24,Old,NA,19,Other blow flies,0,Non-bees,Exotic,Old
Dairy,Dorie,2023/24,Old,NA,20,Grey triangle muscid fly,0,Non-bees,Native,Old
Dairy,Dorie,2023/24,Old,NA,21,Blue muscid fly,0,Non-bees,Exotic,Old
Dairy,Dorie,2023/24,Old,NA,22,Other muscid flies,0.3246753246753247,Non-bees,Both,Old
Dairy,Dorie,2023/24,Old,NA,23,Seedcorn maggot fly,0,Non-bees,Exotic,Old
Dairy,Dorie,2023/24,Old,NA,24,Three spotted fly,0,Non-bees,Exotic,Old
Dairy,Dorie,2023/24,Old,NA,25,Striped flesh fly,3.896103896103896,Non-bees,Exotic,Old
Dairy,Dorie,2023/24,Old,NA,26,Ginger blister fly,0,Non-bees,Native,Old
Dairy,Dorie,2023/24,Old,NA,27,Small ginger blister fly,0,Non-bees,Exotic,Old
Dairy,Dorie,2023/24,Old,NA,28,Grey-black bristle flies,0,Non-bees,Native,Old
Dairy,Dorie,2023/24,Old,NA,32,Other bristle flies,0,Non-bees,Both,Old
Dairy,Dorie,2023/24,Old,NA,33,Drone fly,8.116883116883116,Non-bees,Exotic,Old
Dairy,Dorie,2023/24,Old,NA,34,NZ black hover fly,0,Non-bees,Native,Old
Dairy,Dorie,2023/24,Old,NA,35,NZ orange hover fly,0,Non-bees,Native,Old
Dairy,Dorie,2023/24,Old,NA,36,NZ blue hover fly,0.3246753246753247,Non-bees,Native,Old
Dairy,Dorie,2023/24,Old,NA,37,Spotted hover fly,0,Non-bees,Native,Old
Dairy,Dorie,2023/24,Old,NA,39,Streaktail hover fly,0,Non-bees,Native,Old
Dairy,Dorie,2023/24,Old,NA,40,Black bulb hover fly,0,Non-bees,Exotic,Old
Dairy,Dorie,2023/24,Old,NA,41,Other hover flies,0,Non-bees,Both,Old
Dairy,Dorie,2023/24,Old,NA,42,Globetail hover fly,0,Non-bees,Exotic,Old
Dairy,Dorie,2023/24,Old,NA,43,Green soldier fly,0,Non-bees,Native,Old
Dairy,Dorie,2023/24,Old,NA,44,Scaptia horse flies,0,Non-bees,Native,Old
Dairy,Dorie,2023/24,Old,NA,47,March fly,0,Non-bees,Native,Old
Dairy,Dorie,2023/24,Old,NA,48,Flower longhorn beetle,0,Non-bees,Native,Old
Dairy,Dorie,2023/24,Old,NA,49,Eleven spotted ladybird,0,Non-bees,Exotic,Old
Dairy,Dorie,2023/24,Old,NA,52,Other ladybirds,0,Non-bees,Exotic,Old
Dairy,Dorie,2023/24,Old,NA,54,Cabbage white butterfly,0.3246753246753247,Non-bees,Exotic,Old
Dairy,Dorie,2023/24,Old,NA,55,Yellow admiral butterfly,1.2987012987012987,Non-bees,Native,Old
Dairy,Dorie,2023/24,Old,NA,56,Red admiral butterfly,0,Non-bees,Native,Old
Dairy,Dorie,2023/24,Old,NA,57,Common copper butterfly,0,Non-bees,Native,Old
Dairy,Dorie,2023/24,Old,NA,58,Magpie moth,0,Non-bees,Exotic,Old
Dairy,Dorie,2023/24,Old,NA,59,Other moths,1.6233766233766234,Non-bees,Both,Old
