Year,Farm,Property_Grouping,PK_Boundary,Simplified_Boundary,Very_Simplified_Boundary,Planting_date,Treatment,Colour,Rep,Number_of_Pods,Pod_number,Seed viable,Seed inviable,Native_new_age,Type_of_farm
2021-2022,Pareka,Pareka,Native_2018,Old native,Mixed_native,2018,Hand pollinated,NA,2,13,11,16,0,Old native,Dairy
2021-2022,Pareka,Pareka,Native_2018,Old native,Mixed_native,2018,Hand pollinated,NA,2,13,7,17,0,Old native,Dairy
2021-2022,Pareka,Pareka,Native_2018,Old native,Mixed_native,2018,Hand pollinated,NA,2,13,3,14,0,Old native,Dairy
2021-2022,Pareka,Pareka,Native_2018,Old native,Mixed_native,2018,Hand pollinated,NA,2,13,4,15,1,Old native,Dairy
2021-2022,Pareka,Pareka,Native_2018,Old native,Mixed_native,2018,Hand pollinated,NA,3,13,10,18,5,Old native,Dairy
2021-2022,Pareka,Pareka,Native_2018,Old native,Mixed_native,2018,Hand pollinated,NA,3,13,13,14,1,Old native,Dairy
2021-2022,Pareka,Pareka,Native_2018,Old native,Mixed_native,2018,Hand pollinated,NA,3,13,4,14,0,Old native,Dairy
2021-2022,Pareka,Pareka,Native_2018,Old native,Mixed_native,2018,Hand pollinated,NA,3,13,11,12,0,Old native,Dairy
2021-2022,Pareka,Pareka,Native_2018,Old native,Mixed_native,2018,Hand pollinated,NA,3,13,9,11,0,Old native,Dairy
2021-2022,Pareka,Pareka,Native_2018,Old native,Mixed_native,2018,Open,NA,1,13,6,15,0,Old native,Dairy
2021-2022,Pareka,Pareka,Native_2018,Old native,Mixed_native,2018,Open,NA,1,13,7,11,0,Old native,Dairy
2021-2022,Pareka,Pareka,Native_2018,Old native,Mixed_native,2018,Open,NA,1,13,8,12,0,Old native,Dairy
2021-2022,Pareka,Pareka,Native_2018,Old native,Mixed_native,2018,Open,NA,1,13,11,10,0,Old native,Dairy
2021-2022,Pareka,Pareka,Native_2018,Old native,Mixed_native,2018,Open,NA,1,13,12,20,0,Old native,Dairy
2021-2022,Pareka,Pareka,Native_2018,Old native,Mixed_native,2018,Open,NA,2,16,5,16,0,Old native,Dairy
2021-2022,Pareka,Pareka,Native_2018,Old native,Mixed_native,2018,Open,NA,2,16,14,20,0,Old native,Dairy
2021-2022,Pareka,Pareka,Native_2018,Old native,Mixed_native,2018,Open,NA,2,16,6,15,0,Old native,Dairy
2021-2022,Pareka,Pareka,Native_2018,Old native,Mixed_native,2018,Open,NA,2,16,9,16,2,Old native,Dairy
2021-2022,Pareka,Pareka,Native_2018,Old native,Mixed_native,2018,Open,NA,2,16,11,18,0,Old native,Dairy
2021-2022,Pareka,Pareka,Native_2018,Old native,Mixed_native,2018,Open,NA,2,16,15,19,0,Old native,Dairy
2021-2022,Pareka,Pareka,Native_2018,Old native,Mixed_native,2018,Open,NA,3,10,3,13,0,Old native,Dairy
2021-2022,Pareka,Pareka,Native_2018,Old native,Mixed_native,2018,Open,NA,3,10,4,16,0,Old native,Dairy
2021-2022,Pareka,Pareka,Native_2018,Old native,Mixed_native,2018,Open,NA,3,10,5,16,0,Old native,Dairy
2021-2022,Pareka,Pareka,Native_2018,Old native,Mixed_native,2018,Open,NA,3,10,6,10,0,Old native,Dairy
2021-2022,Pareka,Pareka,Native_2018,Old native,Mixed_native,2018,Open,NA,3,10,1,11,0,Old native,Dairy
2021-2022,Pocock,Pocock,Bare_fence,Bare fence,Bare_fence,*,Closed,NA,1,1,1,0,0,On-farm bare fence,Dairy
2021-2022,Pocock,Pocock,Bare_fence,Bare fence,Bare_fence,*,Closed,NA,3,1,1,3,NA,On-farm bare fence,Dairy
2021-2022,Pocock,Pocock,Bare_fence,Bare fence,Bare_fence,*,Hand pollinated,NA,1,6,4,13,3,On-farm bare fence,Dairy
2021-2022,Pocock,Pocock,Bare_fence,Bare fence,Bare_fence,*,Hand pollinated,NA,1,6,2,10,0,On-farm bare fence,Dairy
2021-2022,Pocock,Pocock,Bare_fence,Bare fence,Bare_fence,*,Hand pollinated,NA,1,6,3,11,1,On-farm bare fence,Dairy
2021-2022,Pocock,Pocock,Bare_fence,Bare fence,Bare_fence,*,Hand pollinated,NA,2,4,1,15,0,On-farm bare fence,Dairy
2021-2022,Pocock,Pocock,Bare_fence,Bare fence,Bare_fence,*,Hand pollinated,NA,2,4,2,11,0,On-farm bare fence,Dairy
2021-2022,Pocock,Pocock,Bare_fence,Bare fence,Bare_fence,*,Hand pollinated,NA,2,4,3,19,0,On-farm bare fence,Dairy
2021-2022,Pocock,Pocock,Bare_fence,Bare fence,Bare_fence,*,Hand pollinated,NA,2,4,4,14,2,On-farm bare fence,Dairy
2021-2022,Pocock,Pocock,Bare_fence,Bare fence,Bare_fence,*,Hand pollinated,NA,3,10,8,10,0,On-farm bare fence,Dairy
2021-2022,Pocock,Pocock,Bare_fence,Bare fence,Bare_fence,*,Hand pollinated,NA,3,10,9,12,0,On-farm bare fence,Dairy
2021-2022,Pocock,Pocock,Bare_fence,Bare fence,Bare_fence,*,Hand pollinated,NA,3,10,10,19,0,On-farm bare fence,Dairy
2021-2022,Pocock,Pocock,Bare_fence,Bare fence,Bare_fence,*,Hand pollinated,NA,3,10,5,10,0,On-farm bare fence,Dairy
2021-2022,Pocock,Pocock,Bare_fence,Bare fence,Bare_fence,*,Hand pollinated,NA,3,10,2,9,1,On-farm bare fence,Dairy
2021-2022,Pocock,Pocock,Bare_fence,Bare fence,Bare_fence,*,Open,NA,1,6,1,11,0,On-farm bare fence,Dairy
2021-2022,Pocock,Pocock,Bare_fence,Bare fence,Bare_fence,*,Open,NA,1,6,4,11,0,On-farm bare fence,Dairy
2021-2022,Pocock,Pocock,Bare_fence,Bare fence,Bare_fence,*,Open,NA,2,7,2,15,0,On-farm bare fence,Dairy
2021-2022,Pocock,Pocock,Bare_fence,Bare fence,Bare_fence,*,Open,NA,2,7,1,9,0,On-farm bare fence,Dairy
2021-2022,Pocock,Pocock,Bare_fence,Bare fence,Bare_fence,*,Open,NA,2,7,5,8,0,On-farm bare fence,Dairy
2021-2022,Pocock,Pocock,Native_2013,Old native,Mixed_native,2013,Closed,NA,1,1,1,0,0,Old native,Dairy
2021-2022,Pocock,Pocock,Native_2013,Old native,Mixed_native,2013,Closed,NA,2,1,1,2,0,Old native,Dairy
2021-2022,Pocock,Pocock,Native_2013,Old native,Mixed_native,2013,Hand pollinated,NA,1,7,1,16,0,Old native,Dairy
2021-2022,Pocock,Pocock,Native_2013,Old native,Mixed_native,2013,Hand pollinated,NA,1,7,2,21,0,Old native,Dairy
2021-2022,Pocock,Pocock,Native_2013,Old native,Mixed_native,2013,Hand pollinated,NA,1,7,3,23,0,Old native,Dairy
2021-2022,Pocock,Pocock,Native_2013,Old native,Mixed_native,2013,Hand pollinated,NA,1,7,4,11,0,Old native,Dairy
2021-2022,Pocock,Pocock,Native_2013,Old native,Mixed_native,2013,Hand pollinated,NA,1,7,5,13,0,Old native,Dairy
2021-2022,Pocock,Pocock,Native_2013,Old native,Mixed_native,2013,Hand pollinated,NA,1,7,7,12,0,Old native,Dairy
2021-2022,Pocock,Pocock,Native_2013,Old native,Mixed_native,2013,Hand pollinated,NA,2,10,5,22,0,Old native,Dairy
2021-2022,Pocock,Pocock,Native_2013,Old native,Mixed_native,2013,Hand pollinated,NA,2,10,6,13,0,Old native,Dairy
2021-2022,Pocock,Pocock,Native_2013,Old native,Mixed_native,2013,Hand pollinated,NA,2,10,7,22,1,Old native,Dairy
2021-2022,Pocock,Pocock,Native_2013,Old native,Mixed_native,2013,Hand pollinated,NA,2,10,8,18,0,Old native,Dairy
2021-2022,Pocock,Pocock,Native_2013,Old native,Mixed_native,2013,Hand pollinated,NA,2,10,10,17,0,Old native,Dairy
2021-2022,Pocock,Pocock,Native_2013,Old native,Mixed_native,2013,Hand pollinated,NA,3,3,2,18,11,Old native,Dairy
2021-2022,Pocock,Pocock,Native_2013,Old native,Mixed_native,2013,Hand pollinated,NA,3,3,3,14,2,Old native,Dairy
2021-2022,Pocock,Pocock,Native_2013,Old native,Mixed_native,2013,Open,NA,1,6,3,20,1,Old native,Dairy
2021-2022,Pocock,Pocock,Native_2013,Old native,Mixed_native,2013,Open,NA,1,6,4,23,0,Old native,Dairy
2021-2022,Pocock,Pocock,Native_2013,Old native,Mixed_native,2013,Open,NA,1,6,5,15,0,Old native,Dairy
2021-2022,Pocock,Pocock,Native_2013,Old native,Mixed_native,2013,Open,NA,3,11,3,16,0,Old native,Dairy
2021-2022,Pocock,Pocock,Native_2013,Old native,Mixed_native,2013,Open,NA,3,11,5,17,0,Old native,Dairy
2021-2022,Pocock,Pocock,Native_2013,Old native,Mixed_native,2013,Open,NA,3,11,7,14,0,Old native,Dairy
2021-2022,Pocock,Pocock,Native_2013,Old native,Mixed_native,2013,Open,NA,3,11,2,17,0,Old native,Dairy
2021-2022,Pocock,Pocock,Native_2013,Old native,Mixed_native,2013,Open,NA,3,11,1,13,0,Old native,Dairy
2021-2022,Pocock,Pocock,Native_2013,Old native,Mixed_native,2013,Open,NA,2,2,1,12,0,Old native,Dairy
2021-2022,Pocock,Pocock,Native_2013,Old native,Mixed_native,2013,Open,NA,2,2,2,12,3,Old native,Dairy
2021-2022,Pocock,Pocock,Native_2021,New native,Mixed_native,2021,Closed,NA,1,2,1,6,0,One-year old native,Dairy
2021-2022,Pocock,Pocock,Native_2021,New native,Mixed_native,2021,Closed,NA,1,2,2,2,0,One-year old native,Dairy
2021-2022,Pocock,Pocock,Native_2021,New native,Mixed_native,2021,Hand pollinated,NA,1,8,1,11,0,One-year old native,Dairy
2021-2022,Pocock,Pocock,Native_2021,New native,Mixed_native,2021,Hand pollinated,NA,1,8,2,16,0,One-year old native,Dairy
2021-2022,Pocock,Pocock,Native_2021,New native,Mixed_native,2021,Hand pollinated,NA,1,8,3,17,0,One-year old native,Dairy
2021-2022,Pocock,Pocock,Native_2021,New native,Mixed_native,2021,Hand pollinated,NA,2,4,1,10,0,One-year old native,Dairy
2021-2022,Pocock,Pocock,Native_2021,New native,Mixed_native,2021,Hand pollinated,NA,2,4,1,12,0,One-year old native,Dairy
2021-2022,Pocock,Pocock,Native_2021,New native,Mixed_native,2021,Hand pollinated,NA,2,4,1,22,0,One-year old native,Dairy
2021-2022,Pocock,Pocock,Native_2021,New native,Mixed_native,2021,Hand pollinated,NA,2,4,1,15,0,One-year old native,Dairy
2021-2022,Pocock,Pocock,Native_2021,New native,Mixed_native,2021,Hand pollinated,NA,3,6,5,18,0,One-year old native,Dairy
2021-2022,Pocock,Pocock,Native_2021,New native,Mixed_native,2021,Hand pollinated,NA,3,6,1,16,0,One-year old native,Dairy
2021-2022,Pocock,Pocock,Native_2021,New native,Mixed_native,2021,Hand pollinated,NA,3,6,4,16,0,One-year old native,Dairy
2021-2022,Pocock,Pocock,Native_2021,New native,Mixed_native,2021,Hand pollinated,NA,3,6,6,16,0,One-year old native,Dairy
2021-2022,Pocock,Pocock,Native_2021,New native,Mixed_native,2021,Open,NA,3,10,4,14,0,One-year old native,Dairy
2021-2022,Pocock,Pocock,Native_2021,New native,Mixed_native,2021,Open,NA,3,10,8,12,0,One-year old native,Dairy
2021-2022,Pocock,Pocock,Native_2021,New native,Mixed_native,2021,Open,NA,3,10,5,11,0,One-year old native,Dairy
2021-2022,Pocock,Pocock,Native_2021,New native,Mixed_native,2021,Open,NA,3,10,1,9,0,One-year old native,Dairy
2021-2022,Pocock,Pocock,Native_2021,New native,Mixed_native,2021,Open,NA,3,10,6,8,0,One-year old native,Dairy
2021-2022,Pocock,Pocock,Native_2021,New native,Mixed_native,2021,Open,NA,1,6,1,12,2,One-year old native,Dairy
2021-2022,Pocock,Pocock,Native_2021,New native,Mixed_native,2021,Open,NA,1,12,3,11,0,One-year old native,Dairy
2021-2022,Pocock,Pocock,Native_2021,New native,Mixed_native,2021,Open,NA,1,12,4,12,0,One-year old native,Dairy
2021-2022,Pocock,Pocock,Native_2021,New native,Mixed_native,2021,Open,NA,1,12,5,10,0,One-year old native,Dairy
2021-2022,Pocock,Pocock,Native_2021,New native,Mixed_native,2021,Open,NA,1,12,10,10,2,One-year old native,Dairy
2021-2022,Pocock,Pocock,Native_2021,New native,Mixed_native,2021,Open,NA,2,5,2,22,0,One-year old native,Dairy
2021-2022,Pocock,Pocock,Native_2021,New native,Mixed_native,2021,Open,NA,2,5,3,10,4,One-year old native,Dairy
2021-2022,Pocock,Pocock,Native_2021,New native,Mixed_native,2021,Open,NA,2,5,1,10,0,One-year old native,Dairy
2021-2022,Te Maania,Te_maania,Bare_fence,Bare fence,Bare_fence,*,Closed,NA,1,4,1,0,0,On-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Bare_fence,Bare fence,Bare_fence,*,Closed,NA,1,4,2,0,0,On-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Bare_fence,Bare fence,Bare_fence,*,Closed,NA,1,4,3,0,0,On-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Bare_fence,Bare fence,Bare_fence,*,Closed,NA,1,4,4,0,0,On-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Bare_fence,Bare fence,Bare_fence,*,Closed,NA,3,1,1,0,10,On-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Bare_fence,Bare fence,Bare_fence,*,Closed,NA,2,5,1,0,9,On-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Bare_fence,Bare fence,Bare_fence,*,Closed,NA,2,5,2,0,0,On-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Bare_fence,Bare fence,Bare_fence,*,Closed,NA,2,5,3,0,0,On-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Bare_fence,Bare fence,Bare_fence,*,Closed,NA,2,5,4,0,7,On-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Bare_fence,Bare fence,Bare_fence,*,Closed,NA,2,5,5,0,2,On-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Bare_fence,Bare fence,Bare_fence,*,Hand pollinated,NA,1,19,12,11,0,On-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Bare_fence,Bare fence,Bare_fence,*,Hand pollinated,NA,1,19,13,12,0,On-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Bare_fence,Bare fence,Bare_fence,*,Hand pollinated,NA,1,19,14,13,0,On-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Bare_fence,Bare fence,Bare_fence,*,Hand pollinated,NA,1,19,15,15,0,On-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Bare_fence,Bare fence,Bare_fence,*,Hand pollinated,NA,2,7,5,0,21,On-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Bare_fence,Bare fence,Bare_fence,*,Hand pollinated,NA,2,7,3,0,18,On-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Bare_fence,Bare fence,Bare_fence,*,Hand pollinated,NA,2,7,1,0,17,On-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Bare_fence,Bare fence,Bare_fence,*,Hand pollinated,NA,3,4,3,13,5,On-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Bare_fence,Bare fence,Bare_fence,*,Hand pollinated,NA,3,4,4,21,0,On-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Bare_fence,Bare fence,Bare_fence,*,Hand pollinated,NA,3,4,1,13,0,On-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Bare_fence,Bare fence,Bare_fence,*,Open,NA,1,5,1,6,0,On-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Bare_fence,Bare fence,Bare_fence,*,Open,NA,1,5,2,5,0,On-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Bare_fence,Bare fence,Bare_fence,*,Open,NA,1,5,3,7,1,On-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Bare_fence,Bare fence,Bare_fence,*,Open,NA,1,5,5,6,0,On-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Bare_fence,Bare fence,Bare_fence,*,Open,NA,2,2,2,12,0,On-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Bare_fence,Bare fence,Bare_fence,*,Open,NA,3,6,5,13,11,On-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Bare_fence,Bare fence,Bare_fence,*,Open,NA,3,6,6,14,9,On-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Bare_fence,Bare fence,Bare_fence,*,Open,NA,3,6,1,12,2,On-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Bare_fence,Bare fence,Bare_fence,*,Open,NA,3,6,1,12,2,On-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Bare_fence,Bare fence,Bare_fence,*,Open,NA,3,6,2,15,4,On-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Bare_fence,Bare fence,Bare_fence,*,Open,NA,3,6,5,13,11,On-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Bare_fence,Bare fence,Bare_fence,*,Open,NA,3,6,6,14,9,On-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Control_farm,Control farm,Bare_fence,*,Closed,NA,1,2,1,0,0,Off-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Control_farm,Control farm,Bare_fence,*,Closed,NA,1,2,2,0,0,Off-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Control_farm,Control farm,Bare_fence,*,Closed,NA,2,3,1,0,0,Off-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Control_farm,Control farm,Bare_fence,*,Closed,NA,2,3,2,0,0,Off-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Control_farm,Control farm,Bare_fence,*,Closed,NA,2,3,3,0,0,Off-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,1,10,7,22,2,Off-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,1,10,9,22,0,Off-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,1,10,4,14,0,Off-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,1,10,3,19,0,Off-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,1,10,7,16,1,Off-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,1,10,8,16,0,Off-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,1,10,6,19,0,Off-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,1,10,9,15,0,Off-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,2,12,4,14,10,Off-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,2,12,5,10,6,Off-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,2,12,10,10,3,Off-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,2,12,12,12,0,Off-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Control_farm,Control farm,Bare_fence,*,Hand pollinated,NA,3,3,3,19,0,Off-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Control_farm,Control farm,Bare_fence,*,Open,NA,1,2,1,5,0,Off-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Control_farm,Control farm,Bare_fence,*,Open,NA,1,2,2,13,0,Off-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Control_farm,Control farm,Bare_fence,*,Open,NA,2,6,4,8,0,Off-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Control_farm,Control farm,Bare_fence,*,Open,NA,2,6,5,6,0,Off-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Control_farm,Control farm,Bare_fence,*,Open,NA,2,6,6,9,0,Off-farm bare fence,Dairy
2021-2022,Te Maania,Te_maania,Native_2017,Old native,Mixed_native,2017,Closed,NA,1,3,1,3,3,Old native,Dairy
2021-2022,Te Maania,Te_maania,Native_2017,Old native,Mixed_native,2017,Closed,NA,1,3,2,2,0,Old native,Dairy
2021-2022,Te Maania,Te_maania,Native_2017,Old native,Mixed_native,2017,Closed,NA,1,3,3,0,0,Old native,Dairy
2021-2022,Te Maania,Te_maania,Native_2017,Old native,Mixed_native,2017,Closed,NA,2,1,0,0,0,Old native,Dairy
2021-2022,Te Maania,Te_maania,Native_2017,Old native,Mixed_native,2017,Closed,NA,3,1,0,0,0,Old native,Dairy
2021-2022,Te Maania,Te_maania,Native_2017,Old native,Mixed_native,2017,Hand pollinated,NA,1,17,13,10,8,Old native,Dairy
2021-2022,Te Maania,Te_maania,Native_2017,Old native,Mixed_native,2017,Hand pollinated,NA,1,17,14,9,0,Old native,Dairy
2021-2022,Te Maania,Te_maania,Native_2017,Old native,Mixed_native,2017,Hand pollinated,NA,1,17,15,16,1,Old native,Dairy
2021-2022,Te Maania,Te_maania,Native_2017,Old native,Mixed_native,2017,Hand pollinated,NA,1,17,12,15,2,Old native,Dairy
2021-2022,Te Maania,Te_maania,Native_2017,Old native,Mixed_native,2017,Hand pollinated,NA,2,4,3,13,0,Old native,Dairy
2021-2022,Te Maania,Te_maania,Native_2017,Old native,Mixed_native,2017,Hand pollinated,NA,3,10,8,20,0,Old native,Dairy
2021-2022,Te Maania,Te_maania,Native_2017,Old native,Mixed_native,2017,Hand pollinated,NA,3,10,9,17,7,Old native,Dairy
2021-2022,Te Maania,Te_maania,Native_2017,Old native,Mixed_native,2017,Hand pollinated,NA,3,10,10,15,11,Old native,Dairy
2021-2022,Te Maania,Te_maania,Native_2017,Old native,Mixed_native,2017,Hand pollinated,NA,3,10,5,12,3,Old native,Dairy
2021-2022,Te Maania,Te_maania,Native_2017,Old native,Mixed_native,2017,Hand pollinated,NA,3,10,6,12,0,Old native,Dairy
2021-2022,Te Maania,Te_maania,Native_2017,Old native,Mixed_native,2017,Open,NA,1,11,3,20,0,Old native,Dairy
2021-2022,Te Maania,Te_maania,Native_2017,Old native,Mixed_native,2017,Open,NA,1,11,6,19,0,Old native,Dairy
2021-2022,Te Maania,Te_maania,Native_2017,Old native,Mixed_native,2017,Open,NA,1,11,7,22,0,Old native,Dairy
2021-2022,Te Maania,Te_maania,Native_2017,Old native,Mixed_native,2017,Open,NA,1,11,8,16,4,Old native,Dairy
2021-2022,Te Maania,Te_maania,Native_2017,Old native,Mixed_native,2017,Open,NA,2,5,1,17,0,Old native,Dairy
2021-2022,Te Maania,Te_maania,Native_2017,Old native,Mixed_native,2017,Open,NA,2,5,4,16,0,Old native,Dairy
2021-2022,Te Maania,Te_maania,Native_2017,Old native,Mixed_native,2017,Open,NA,2,5,5,16,0,Old native,Dairy
2021-2022,Te Maania,Te_maania,Native_2017,Old native,Mixed_native,2017,Open,NA,3,6,1,20,0,Old native,Dairy
2021-2022,Te Maania,Te_maania,Native_2017,Old native,Mixed_native,2017,Open,NA,3,6,3,17,0,Old native,Dairy
2021-2022,Te Maania,Te_maania,Native_2017,Old native,Mixed_native,2017,Open,NA,3,6,6,18,1,Old native,Dairy
2021-2022,Te Maania,Te_maania,Native_2018,Old native,Mixed_native,2018,Closed,NA,1,2,1,0,0,Old native,Dairy
2021-2022,Te Maania,Te_maania,Native_2018,Old native,Mixed_native,2018,Closed,NA,1,2,2,2,2,Old native,Dairy
2021-2022,Te Maania,Te_maania,Native_2018,Old native,Mixed_native,2018,Closed,NA,2,9,1,0,0,Old native,Dairy
2021-2022,Te Maania,Te_maania,Native_2018,Old native,Mixed_native,2018,Closed,NA,2,9,2,0,0,Old native,Dairy
2021-2022,Te Maania,Te_maania,Native_2018,Old native,Mixed_native,2018,Closed,NA,2,9,3,0,10,Old native,Dairy
2021-2022,Te Maania,Te_maania,Native_2018,Old native,Mixed_native,2018,Closed,NA,2,9,4,0,2,Old native,Dairy
2021-2022,Te Maania,Te_maania,Native_2018,Old native,Mixed_native,2018,Closed,NA,2,9,5,0,4,Old native,Dairy
2021-2022,Te Maania,Te_maania,Native_2018,Old native,Mixed_native,2018,Closed,NA,2,9,6,0,7,Old native,Dairy
2021-2022,Te Maania,Te_maania,Native_2018,Old native,Mixed_native,2018,Hand pollinated,NA,1,5,1,11,0,Old native,Dairy
2021-2022,Te Maania,Te_maania,Native_2018,Old native,Mixed_native,2018,Hand pollinated,NA,1,5,4,17,0,Old native,Dairy
2021-2022,Te Maania,Te_maania,Native_2018,Old native,Mixed_native,2018,Hand pollinated,NA,1,5,5,16,0,Old native,Dairy
2021-2022,Te Maania,Te_maania,Native_2018,Old native,Mixed_native,2018,Hand pollinated,NA,2,7,2,11,0,Old native,Dairy
2021-2022,Te Maania,Te_maania,Native_2018,Old native,Mixed_native,2018,Hand pollinated,NA,2,7,6,11,0,Old native,Dairy
2021-2022,Te Maania,Te_maania,Native_2018,Old native,Mixed_native,2018,Hand pollinated,NA,3,14,7,13,0,Old native,Dairy
2021-2022,Te Maania,Te_maania,Native_2018,Old native,Mixed_native,2018,Hand pollinated,NA,3,14,8,15,0,Old native,Dairy
2021-2022,Te Maania,Te_maania,Native_2018,Old native,Mixed_native,2018,Hand pollinated,NA,3,14,9,15,0,Old native,Dairy
2021-2022,Te Maania,Te_maania,Native_2018,Old native,Mixed_native,2018,Hand pollinated,NA,3,14,10,14,0,Old native,Dairy
2021-2022,Te Maania,Te_maania,Native_2018,Old native,Mixed_native,2018,Hand pollinated,NA,3,14,11,20,0,Old native,Dairy
2021-2022,Te Maania,Te_maania,Native_2018,Old native,Mixed_native,2018,Open,NA,1,7,1,8,7,Old native,Dairy
2021-2022,Te Maania,Te_maania,Native_2018,Old native,Mixed_native,2018,Open,NA,1,7,3,12,0,Old native,Dairy
2021-2022,Te Maania,Te_maania,Native_2018,Old native,Mixed_native,2018,Open,NA,1,7,7,10,4,Old native,Dairy
2021-2022,Te Maania,Te_maania,Native_2018,Old native,Mixed_native,2018,Open,NA,2,12,9,16,0,Old native,Dairy
2021-2022,Te Maania,Te_maania,Native_2018,Old native,Mixed_native,2018,Open,NA,2,12,3,12,0,Old native,Dairy
2021-2022,Te Maania,Te_maania,Native_2018,Old native,Mixed_native,2018,Open,NA,2,12,4,14,0,Old native,Dairy
2021-2022,Te Maania,Te_maania,Native_2018,Old native,Mixed_native,2018,Open,NA,2,12,5,13,0,Old native,Dairy
2021-2022,Te Maania,Te_maania,Native_2018,Old native,Mixed_native,2018,Open,NA,3,11,3,14,0,Old native,Dairy
2021-2022,Te Maania,Te_maania,Native_2018,Old native,Mixed_native,2018,Open,NA,3,11,4,13,0,Old native,Dairy
2021-2022,Te Maania,Te_maania,Native_2018,Old native,Mixed_native,2018,Open,NA,3,11,5,11,0,Old native,Dairy
2021-2022,Terrace View,Terrace_view,Bare_fence,Bare fence,Bare_fence,*,Closed,NA,1,3,1,0,8,On-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Bare_fence,Bare fence,Bare_fence,*,Closed,NA,1,3,2,0,0,On-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Bare_fence,Bare fence,Bare_fence,*,Closed,NA,1,3,3,0,0,On-farm bare fence,Dairy
2021-2022,Terrace View,Terrace_view,Bare_fence,Bare fence,Bare_fence,*,Closed,NA,2,1,1,0,0,On-farm bare fence,Dairy
